tokyosento	id	open	name	address	access	closed-days	laundry	office-hours	visited
item-cnt-73.html	台東 16	1	天然温泉 湯どんぶり栄湯	台東区日本堤一丁目 4-5	東京メトロ日比谷線「三ノ輪」駅下車、徒歩10分	水曜	1	14:00-24:00/日曜、祝日は12:00から営業	0
item-cnt-74.html	台東 18	1	玉の湯	台東区清川一丁目 27-7	東京メトロ銀座線「浅草」駅よりバス。「清川１丁目」下車、徒歩0分	月曜	1	15:30-23:00	0
item-cnt-81.html	台東 19	1	富士の湯	台東区橋場二丁目 21-7	東京メトロ日比谷線「南千住」駅下車、徒歩15分	金曜	1	14:00-23:00	0
item-cnt-78.html	台東 22	1	鶴の湯	台東区浅草五丁目 48-4	東京メトロ銀座線「浅草」駅よりバス。「東浅草１丁目」下車、徒歩2分	木曜/祝日は前日休	1	14:00-23:00	0
item-cnt-77.html	台東 23	1	アクアプレイス旭	台東区浅草五丁目 10-5	東京メトロ銀座線「田原町」駅よりバス。「浅草４丁目」下車、徒歩1分	火曜	1	15:00-25:00	0
item-cnt-76.html	台東 24	1	曙湯	台東区浅草四丁目 17-1	東京メトロ銀座線「浅草」駅下車、徒歩15分	第 1, 3 金曜	1	15:00-25:00	0
item-cnt-89.html	台東 25	1	白水湯	台東区入谷一丁目 21-12	東京メトロ日比谷線「入谷」駅下車、徒歩2分	月曜	1	15:00-25:00	0
item-cnt-82.html	台東 27	1	燕湯	台東区上野三丁目 14-5	山手線「御徒町」駅下車、徒歩4分	月曜	0	6:00-20:00/2018年10月23日より、火-金曜は 6-12時(入場は11時半まで)・15-20時	0
item-cnt-83.html	台東 31	1	寿湯	台東区東上野五丁目 4-17	東京メトロ銀座線「稲荷町」駅下車、徒歩2分	第 3 木曜/12月は休まず営業	0	11:00-25:30/最終受付25:05	0
item-cnt-90.html	台東 33	1	大久保湯	台東区松が谷三丁目 13-10	東京メトロ日比谷線「入谷」駅下車、徒歩10分	金曜	0	12:30-24:00	0
item-cnt-75.html	台東 35	1	蛇骨湯	台東区浅草一丁目 11-11	東京メトロ銀座線「田原町」駅下車、徒歩5分	火曜/祝日は営業	1	13:00-24:00/(23:40浴室退室)	0
item-cnt-72.html	台東 36	1	日の出湯	台東区元浅草二丁目 10-5	東京メトロ銀座線「稲荷町」駅下車、徒歩3分	水曜	1	15:00-23:40	1
item-cnt-71.html	台東 37	1	三筋湯	台東区三筋二丁目 13-2	都営浅草線「蔵前」駅下車、徒歩8分	月曜	0	15:00-23:30	1
item-cnt-69.html	台東 39	1	帝国湯	台東区浅草橋五丁目 23-6	総武線「浅草橋」駅下車、徒歩6分	月曜	0	15:00-23:30	0
item-cnt-70.html	台東 40	1	鶴の湯	台東区浅草橋五丁目 27-2	総武線「浅草橋」駅下車、徒歩6分	土曜	0	15:30-24:00	0
item-cnt-68.html	台東 41	1	弁天湯	台東区浅草橋一丁目 33-6 浅草橋シティハイツ 1 階	都営浅草線「浅草橋」駅下車、徒歩2分	第 2, 4 月曜/1月1日は休業	0	15:30-23:30	0
item-cnt-166.html	墨田 1	1	田中湯	墨田区墨田五丁目 46-5	東武伊勢崎線「鐘ケ淵」駅下車、徒歩3分	月曜	0	16:00-23:00/(最終入場は22:20)	1
item-cnt-165.html	墨田 2	1	みまつ湯	墨田区墨田四丁目 9-12	東武伊勢崎線「鐘ケ淵」駅下車、徒歩2分	土曜	1	15:30-21:00	1
item-cnt-163.html	墨田 4	1	たぬき湯	墨田区墨田二丁目 21-8	東武伊勢崎線「鐘ケ淵」駅下車、徒歩8分	土曜	0	15:30-24:00	1
item-cnt-162.html	墨田 7	1	寺島浴場	墨田区東向島六丁目 34-18	東武伊勢崎線「東向島」駅下車、徒歩3分	月曜	1	15:00-24:30/サウナは15:00-22:00	1
item-cnt-156.html	墨田 8	1	三徳湯	墨田区八広六丁目 8-8	京成押上線「八広」駅下車、徒歩5分	土曜	0	15:30-23:00	1
item-cnt-155.html	墨田 10	1	グランド湯	墨田区八広四丁目 17-22	京成押上線「八広」駅下車、徒歩10分	月 3 回不定休	1	16:00-23:30	1
item-cnt-154.html	墨田 13	1	おかめ湯	墨田区八広一丁目 1-2	京成押上線「京成曳舟」駅下車、徒歩5分	月曜	1	15:30-23:30	1
item-cnt-152.html	墨田 15	1	薬師湯	墨田区向島三丁目 46-10	東武伊勢崎線「とうきょうスカイツリー」駅下車、徒歩1分	水曜/祝日の場合は火曜	1	15:30-26:00	1
item-cnt-160.html	墨田 17	1	良の湯	墨田区東向島二丁目 15-6	東武伊勢崎線「曳舟」駅下車、徒歩1分	水曜	1	15:15-23:30	1
item-cnt-159.html	墨田 20	1	電気湯	墨田区京島三丁目 10-10	京成押上線「京成曳舟」駅下車、徒歩5分	土曜	0	15:00-23:00	1
item-cnt-153.html	墨田 25	1	中川湯	墨田区立花六丁目 14-11	東武亀戸線「東あずま」駅下車、徒歩10分	月曜	1	15:30-23:30	1
item-cnt-151.html	墨田 30	1	さくら湯	墨田区業平四丁目 6-5	都営浅草線「押上（スカイツリー前）」駅下車、徒歩2分/東京メトロ半蔵門線「押上（スカイツリー前）」駅下車、徒歩2分	不定休/（詳細はホームページをご覧ください）	1	15:30-24:00	1
item-cnt-150.html	墨田 31	1	押上温泉 大黒湯	墨田区横川三丁目 12-14	東京メトロ半蔵門線・東武伊勢崎線・都営浅草線・京成押上線「押上」駅から徒歩６分/総武線「錦糸町」駅より徒歩12分/東京スカイツリーから徒歩10分	火曜/祝日の場合は翌日休	1	15:00-翌朝10:00/土曜は14時から、日・祝日は13時から営業	1
item-cnt-146.html	墨田 33	1	荒井湯	墨田区本所二丁目 8-7	都営浅草線「本所吾妻橋」駅下車、徒歩10分	水曜/（第5水曜は営業）	1	15:30-24:00	1
item-cnt-145.html	墨田 34	1	御谷湯	墨田区石原三丁目 30-8	総武線「錦糸町」駅下車、徒歩16分/総武線「錦糸町」駅よりバス。「石原３丁目」下車、徒歩2分	月曜/祝日は翌日休	1	15:30-26:00	1
item-cnt-144.html	墨田 35	0	幸楽湯	墨田区亀沢四丁目 24-7	総武線「錦糸町」駅下車、徒歩5分	第 1, 3, 4 土曜	1	15:30-21:00	0
item-cnt-149.html	墨田 36	1	黄金湯	墨田区太平四丁目 14-6	総武線「錦糸町」駅よりバス。「太平３丁目」下車、徒歩2分	水曜	1	15:30-24:00	1
item-cnt-143.html	墨田 39	1	松の湯	墨田区緑三丁目 4-6	総武線「錦糸町」駅よりバス。「緑３丁目」下車、徒歩2分	無休	1	15:00-24:00/日曜は8:00-13:00も営業	1
item-cnt-141.html	墨田 44	1	高砂湯	墨田区立川四丁目 11-12	都営新宿線「菊川」駅下車、徒歩3分	水曜	0	15:30-24:00	1
item-cnt-173.html	江東 1	1	常盤湯	江東区常盤二丁目 3-8	都営大江戸線「森下」駅下車、徒歩3分	木曜	1	15:30-23:00	0
item-cnt-174.html	江東 2	1	竹の湯	江東区森下四丁目 9-18	都営新宿線「菊川」駅下車、徒歩7分	土曜	1	15:30-23:30	0
item-cnt-172.html	江東 4	1	辰巳湯	江東区三好一丁目 2-3	都営大江戸線「清澄白河」駅下車、徒歩2分	月曜	1	15:00-24:00/土曜・日曜13:00-24:00	1
item-cnt-175.html	江東 5	0	亀の湯	江東区猿江一丁目 18-9	都営新宿線「住吉」駅下車、徒歩5分	土曜/※2019年1月28日-3月16日まで休業予定	1	15:30-22:45	0
item-cnt-176.html	江東 6	1	日の出湯	江東区住吉二丁目 5-14	都営新宿線「住吉」駅下車、徒歩1分（B1出口左折次信号左折）	木曜（要確認）	0	15:30-22:00	0
item-cnt-178.html	江東 9	1	隆乃湯	江東区亀戸五丁目 9-7	総武線「亀戸」駅下車、徒歩3分	木曜	1	15:05-23:30	1
item-cnt-179.html	江東 11	1	富山湯	江東区亀戸六丁目 49-14	総武線「亀戸」駅下車、徒歩8分	土曜	1	15:00-23:00	1
item-cnt-181.html	江東 12	1	らかん湯	江東区大島二丁目 37-7	都営新宿線「西大島」駅下車、徒歩4分	月曜/祝日は営業	1	15:00-23:00	0
item-cnt-180.html	江東 13	1	第二久の湯	江東区大島一丁目 36-6	都営新宿線「西大島」駅下車、徒歩3分	木曜	1	15:00-23:00	0
item-cnt-182.html	江東 15	1	竹の湯	江東区大島七丁目 7-3	都営新宿線「大島」駅下車、徒歩8分	木曜	1	15:30-23:00	1
item-cnt-183.html	江東 16	1	春の湯	江東区大島七丁目 25-14	都営新宿線「東大島」駅下車、徒歩7分	月曜	0	15:20-23:00	1
item-cnt-168.html	江東 19	1	白山湯	江東区枝川一丁目 6-15	東京メトロ有楽町線「豊洲」駅下車、徒歩10分	土曜	1	15:00-24:00	0
item-cnt-171.html	江東 20	1	ニュー松の湯	江東区東陽三丁目 12-11	東京メトロ東西線「木場」駅下車、徒歩1分	月曜/祝日は翌日休	1	15:10-23:30	0
item-cnt-169.html	江東 21	1	金春湯	江東区東陽一丁目 6-9	東京メトロ東西線「木場」駅下車、徒歩5分	木曜	1	15:00-23:00	0
item-cnt-189.html	江東 23	1	久の湯	江東区南砂一丁目 14-9	東京メトロ東西線「東陽町」駅よりバス。「南砂１丁目」下車、徒歩3分	月、木曜	1	14:00-22:00	1
item-cnt-184.html	江東 25	1	竹の湯	江東区北砂三丁目 25-8	都営新宿線「西大島」駅よりバス。「北砂３丁目入り口」下車、徒歩5分	火曜	0	15:30-22:30	0
item-cnt-186.html	江東 28	1	亀の湯	江東区北砂四丁目 20-25	総武線「亀戸」駅よりバス。「北砂４丁目」下車、徒歩1分	月曜	1	16:00-22:30	1
item-cnt-191.html	江東 29	1	喜楽湯	江東区南砂四丁目 15-19	東京メトロ東西線「南砂町」駅より徒歩8分/（バスの場合は「学校通り」下車、徒歩2分）	土曜	1	16:00-22:30	1
item-cnt-188.html	江東 30	1	文化湯	江東区北砂六丁目 14-8	都営新宿線「東大島」駅よりバス。「北砂６丁目」下車、徒歩0分	月曜/祝日は翌日休	1	14:00-22:45/日・祝日は13:00から営業	0
item-cnt-187.html	江東 31	1	丸八湯	江東区北砂六丁目 7-3	都営新宿線「大島」駅下車、徒歩10分	水曜	1	15:00-23:00	0
item-cnt-192.html	江東 32	1	藤の湯	江東区東砂三丁目 18-17	都営新宿線「東大島」駅よりバス。「東砂３丁目」下車、徒歩4分	6, 16, 26日/日曜の場合は翌日休	1	15:00-23:00	1
item-cnt-193.html	江東 33	1	旭湯	江東区東砂七丁目 15-1	総武線「亀戸」駅よりバス。「旧葛西橋」下車、徒歩1分	9, 19, 29日	0	15:00-23:00	1
item-cnt-194.html	江東 34	1	不二の湯	江東区東砂八丁目 20-16	東京メトロ東西線「南砂町」駅よりバス。「袖ヶ浦」下車、徒歩2分	水曜/変更の場合事前に告知	0	15:00-22:30	1
item-cnt-409.html	品川 1	1	高松湯	品川区上大崎三丁目 5-4	山手線「目黒」駅東口下車、徒歩3分	月曜	0	16:00-23:00	0
item-cnt-408.html	品川 3	1	松の湯	品川区西五反田六丁目 18-3	東急目黒線「不動前」駅下車、徒歩7分	月曜	1	15:30-24:00/日曜は15:00から営業	0
item-cnt-417.html	品川 4	1	武蔵小山温泉 清水湯	品川区小山三丁目 9-1	東急目黒線「武蔵小山」駅下車、徒歩5分	月曜/祝日の場合は営業	1	12:00-24:00/日曜は8:00-24:00	0
item-cnt-418.html	品川 5	1	東京浴場	品川区小山六丁目 7-2	東急目黒線「西小山」駅下車、徒歩1分	月曜/祝日は翌日休	1	16:00-23:30	0
item-cnt-420.html	品川 6	1	恵比寿湯	品川区荏原五丁目 11-2	東急目黒線「西小山」駅下車、徒歩8分	不定休/（当分の間、月、水、金曜休み）	1	15:30-23:30	0
item-cnt-426.html	品川 9	1	富士見湯	品川区東中延一丁目 3-8	東急池上線「荏原中延」駅下車、徒歩5分	水曜	1	15:30-23:30	0
item-cnt-421.html	品川 11	1	戸越銀座温泉	品川区戸越二丁目 1-6	都営浅草線「戸越」駅下車、徒歩3分	金曜	1	15:00-25:00/日曜、祝日は8:00-12:00も営業	0
item-cnt-410.html	品川 12	1	金春湯	品川区大崎三丁目 18-8	山手線「大崎」駅下車、徒歩7分	月曜	1	15:30-24:00/(入店は30分前まで)	0
item-cnt-411.html	品川 13	1	万福湯	品川区大崎四丁目 2-3	東急池上線「大崎広小路」駅下車、徒歩1分	月曜	1	16:00-23:00/入店は22:30まで	0
item-cnt-407.html	品川 15	1	西品川温泉 宮城湯	品川区西品川二丁目 18-4	東急大井町線「下神明」駅下車、徒歩5分	月曜/祝日の場合は営業	0	15:30-25:00/日曜11:00-25:00/祝日13:00-25:00	0
item-cnt-404.html	品川 16	1	吹上湯	品川区北品川一丁目 25-12	京浜急行線「北品川」駅下車、徒歩2分	水曜、土曜	0	15:30-22:30	1
item-cnt-405.html	品川 17	1	北品川温泉 天神湯	品川区北品川二丁目 23-9	京浜急行線「新馬場」駅下車、徒歩３分	金曜	1	15:00-24:30/最終入場24:00	1
item-cnt-428.html	品川 19	1	錦湯	品川区旗の台一丁目 2-17	東急池上線「旗の台」駅下車、徒歩7分	土曜	0	15:00-24:00	0
item-cnt-430.html	品川 20	1	中延記念湯	品川区旗の台四丁目 11-2	東急池上線「旗の台」駅下車、徒歩5分	不定休	1	14:00-24:30/日祝は10:00-24:30	1
item-cnt-429.html	品川 21	1	新生湯	品川区旗の台四丁目 5-18	東急大井町線・池上線「旗の台」駅下車、徒歩5分/東急大井町線「荏原町」駅下車、徒歩5分	月曜/祝日月曜は営業	1	15:30-24:30/土曜は15-24時半、日曜は11-24時、祝日月曜は13-24時	0
item-cnt-427.html	品川 23	1	八幡湯	品川区西中延三丁目 15-8	東急大井町線「荏原町」駅下車、徒歩4分	火曜	1	15:00-24:00	1
item-cnt-425.html	品川 25	1	星の湯	品川区中延六丁目 1-10	東急大井町線「荏原町」駅下車、徒歩5分	土曜	0	15:00-24:30/入店は24:00まで	0
item-cnt-423.html	品川 26	1	松の湯	品川区戸越六丁目 23-15	東急大井町線「中延」駅下車、徒歩2分	月曜/祝日月曜は営業（15:00-25:00）	1	15:00-25:00/日曜10:00-24:00	0
item-cnt-431.html	品川 29	1	大盛湯	品川区二葉二丁目 4-4	東急大井町線「下神明」駅下車、徒歩7分/ＪＲ横須賀線 「西大井」駅下車、 徒歩5分	金曜	1	15:00-23:00	1
item-cnt-416.html	品川 30	1	ピース湯	品川区西大井六丁目 15-16	横須賀線「西大井」駅下車、徒歩8分	月曜/祝日は営業	1	15:30-24:00	1
item-cnt-415.html	品川 31	1	みどり湯	品川区西大井一丁目 7-26	横須賀線「西大井」駅下車、徒歩3分	火曜	1	14:45-24:00	0
item-cnt-414.html	品川 33	1	東京浴場	品川区大井二丁目 22-16	京浜東北線「大井町」駅下車、徒歩7分	月曜/（12月は不定休）	0	15:00-23:00	0
item-cnt-413.html	品川 34	1	末広湯	品川区大井一丁目 42-4	京浜東北線「大井町」駅下車、徒歩4分	水曜	1	15:00-24:00	0
item-cnt-412.html	品川 37	1	水神湯	品川区南大井六丁目 9-10	京浜東北線「大森」駅下車、徒歩6分	土曜	1	15:00-22:30	0
item-cnt-512.html	目黒 1	1	文化浴泉	目黒区東山三丁目 6-8	東急田園都市線「池尻大橋」駅下車、徒歩5分	不定休	1	15:30-25:00/日曜は8時から12時も営業	0
item-cnt-513.html	目黒 2	1	光明泉	目黒区上目黒一丁目 6-1	東急東横線「中目黒」駅下車、徒歩3分	不定休	1	15:00-25:00/(最終受付24:30)	0
item-cnt-514.html	目黒 3	1	大黒湯	目黒区上目黒四丁目 25-10	東急東横線「祐天寺」駅下車、徒歩7分/東急東横線・東京メトロ日比谷線「中目黒」駅下車、徒歩13分	月曜	1	15:00-24:00	0
item-cnt-516.html	目黒 5	1	効明泉	目黒区祐天寺二丁目 20-3	東急東横線「祐天寺」駅下車、徒歩3分	9, 19, 29日/日曜、祝日は前日又は翌日休	1	16:00-23:30	0
item-cnt-518.html	目黒 6	1	大塚湯	目黒区目黒四丁目 21-19	山手線「目黒」駅よりバス。「自然園下」下車、徒歩5分	土曜	1	15:00-23:00	1
item-cnt-526.html	目黒 9	1	千代の湯	目黒区鷹番二丁目 20-3	東急東横線「学芸大学」駅下車、徒歩2分	月曜	1	15:30-25:00	0
item-cnt-521.html	目黒 11	1	旭湯	目黒区平町一丁目 25-23	東急東横線「都立大学」駅下車、徒歩1分	月曜	1	15:30-24:00	0
item-cnt-520.html	目黒 12	1	みどり湯	目黒区緑が丘二丁目 7-14	東急東横線「自由が丘」駅下車、徒歩7分	木曜	1	14:15-24:00	0
item-cnt-523.html	目黒 16	1	月光泉	目黒区目黒本町四丁目 2-10	東急目黒線「武蔵小山」駅下車、徒歩10分	第 2, 4 火曜	1	14:30-25:00/第2、4日曜は8:00-11:00も営業	0
item-cnt-522.html	目黒 17	1	入間湯	目黒区目黒本町三丁目 9-7	東急目黒線「武蔵小山」駅下車、徒歩5分	水曜	1	15:00-24:00	0
item-cnt-454.html	大田 2	1	照の湯	大田区仲六郷三丁目 23-6	京浜急行線「雑色」駅下車、徒歩5分	木曜	1	15:00-23:30/土、日、祝は10時から営業	0
item-cnt-453.html	大田 3	1	隆の湯	大田区仲六郷二丁目 27-12	京浜急行線「雑色」駅下車、徒歩2分	土曜	0	15:00-24:00	1
item-cnt-452.html	大田 4	1	ヌーランド さがみゆ	大田区仲六郷二丁目 7-5	京浜急行線「雑色」駅下車、徒歩3分	無休	1	10:00-23:00/火曜日は入浴のみ営業(休憩施設はclose)	1
item-cnt-444.html	大田 5	1	蒲田温泉	大田区蒲田本町二丁目 23-2	京浜東北線「蒲田」駅よりバス。「蒲田本町」下車、徒歩1分	無休	1	10:00-25:00	1
item-cnt-457.html	大田 6	1	第五相模湯	大田区南六郷二丁目 7-20	京浜急行線「雑色」駅下車、徒歩7分	月曜	1	15:30-24:00/日曜は9-12時も営業。日曜は23時30分まで。	1
item-cnt-456.html	大田 7	1	太平湯	大田区南六郷一丁目 5-17	京浜東北線「蒲田」駅よりバス。「七辻通り」下車、徒歩2分	月 4 回水曜	0	15:30-23:30	1
item-cnt-449.html	大田 9	1	天神湯	大田区南蒲田一丁目 7-23	京浜急行線「京急蒲田」駅下車、徒歩5分	木曜	1	14:00-24:00/土曜、祝日は12時から、日曜は9時から営業	0
item-cnt-440.html	大田 11	1	新呑川湯	大田区大森南一丁目 21-11	京浜東北線「大森」駅よりバス。「北糀谷」下車、徒歩5分	金曜	1	15:00-24:00/日曜5時半-10時、13時半-24時	1
item-cnt-438.html	大田 12	1	幸の湯	大田区西糀谷一丁目 25-15	京浜急行線「糀谷」駅下車、徒歩5分	月曜	1	6:00-23:00/11-14時は昼休み	0
item-cnt-439.html	大田 13	1	観音湯	大田区西糀谷三丁目 24-16	京浜急行線「糀谷」駅下車、徒歩7分	不定休/月末に翌月休告知	1	16:00-23:30	1
item-cnt-437.html	大田 15	1	宝湯	大田区東糀谷三丁目 4-8	京浜急行線「大鳥居」駅下車、徒歩2分	月曜	1	15:30-23:30/日曜、祝日は15時から営業	1
item-cnt-432.html	大田 16	1	竹の湯	大田区羽田一丁目 12-16	京浜急行線「大鳥居」駅下車、徒歩4分	水曜	0	16:00-23:30	1
item-cnt-434.html	大田 18	1	玉の湯	大田区羽田五丁目 19-13	京浜急行線「穴守稲荷」駅下車、徒歩3分	木曜	0	15:00-22:10	1
item-cnt-433.html	大田 19	1	重の湯	大田区羽田三丁目 16-10	京浜急行線「穴守稲荷」駅下車、徒歩10分	土曜	1	15:00-24:00	1
item-cnt-435.html	大田 21	1	入船湯	大田区羽田六丁目 15-15	京浜急行線「天空橋」駅下車、徒歩6分	無休	1	15:00-26:00/土・日・祝日は8:00-13:00も営業	1
item-cnt-474.html	大田 23	1	第二栗の湯	大田区鵜の木二丁目 46-1	東急多摩川線「鵜の木」駅下車、徒歩4分	金曜	1	15:00-24:00	1
item-cnt-460.html	大田 24	1	都湯	大田区下丸子四丁目 3-11	東急多摩川線「下丸子」駅下車、徒歩3分	月曜/祝日の場合は翌日休	1	14:30-24:00	0
item-cnt-459.html	大田 27	1	新田浴場	大田区矢口二丁目 5-12	東急多摩川線「武蔵新田」駅下車、徒歩6分	水曜	1	14:00-23:30/日曜は朝8-11時も営業	1
item-cnt-451.html	大田 30	1	第一相模湯	大田区西六郷二丁目 29-2	京浜急行線「雑色」駅下車、徒歩10分	月曜	1	14:30-23:00	0
item-cnt-450.html	大田 32	0	秀の湯	大田区新蒲田三丁目 26-1	京浜東北線「蒲田」駅よりバス。「新蒲田３丁目」下車、徒歩1分	土曜	1	15:30-23:00	0
item-cnt-458.html	大田 34	1	草津湯	大田区東矢口二丁目 7-21	東急多摩川線「矢口渡」駅下車、徒歩3分	不定休	1	12:00-24:00	1
item-cnt-468.html	大田 35	1	桜館	大田区池上六丁目 35-5	東急池上線「池上」駅下車、徒歩7分	無休	1	12:00-25:00/土、日、祝日は10時から営業	1
item-cnt-467.html	大田 38	1	久松温泉	大田区池上三丁目 31-16	東急池上線「池上」駅下車、徒歩3分	火曜/祝日は翌日休	0	10:00-24:00	1
item-cnt-448.html	大田 43	1	はすぬま温泉	大田区西蒲田六丁目 16-11	東急池上線「蓮沼」駅下車、徒歩2分	火曜	1	15:00-25:00	1
item-cnt-471.html	大田 45	1	八幡浴場	大田区南千束三丁目 1-13	東急目黒線「大岡山」駅下車、徒歩5分	金曜/第5金曜および祭日の場合は営業	1	16:00-25:00	1
item-cnt-476.html	大田 48	1	稲荷湯	大田区東雪谷三丁目 30-14	東急池上線「石川台」駅下車、徒歩6分	水曜	1	15:30-24:00	1
item-cnt-475.html	大田 50	1	明神湯	大田区南雪谷五丁目 14-7	東急池上線「雪が谷大塚」駅よりバス。「雪谷中学前」下車、徒歩1分	5, 15, 25日/日曜、祝日は翌日休	1	16:00-23:00	0
item-cnt-477.html	大田 51	1	調布弁天湯	大田区北嶺町 10-11	東急池上線「御嶽山」駅下車、徒歩1分	不定休	0	15:30-23:30	0
item-cnt-473.html	大田 53	1	COCOFURO（ココフロ）ますの湯	大田区南久が原二丁目 1-23	東急池上線「久が原」駅下車、徒歩1分	3, 6, 9, 12 月の第 2 木曜	0	6:00-24:00/最終入館23:30	0
item-cnt-469.html	大田 54	1	久が原湯	大田区久が原二丁目 14-15	東急東横線「田園調布」駅よりバス。「安詳寺」下車、徒歩1分/都営浅草線「西馬込」駅下車、徒歩14分/東急池上線「池上」駅下車、徒歩15分	月曜/祝日の場合は翌日休	1	14:00-24:00/土曜・日曜12:00-24:00	1
item-cnt-463.html	大田 61	1	天狗湯	大田区大森西二丁目 15-3	京浜急行線「平和島」駅下車、徒歩6分	木曜、第三水曜	1	14:30-23:30	1
item-cnt-465.html	大田 62	1	あたり湯	大田区大森西三丁目 11-27	京浜急行線「大森町」駅下車、徒歩10分	月曜	1	15:30-23:30	1
item-cnt-464.html	大田 63	1	大森湯	大田区大森西三丁目 8-17	京浜急行線「大森町」駅下車、徒歩5分	原則第 2, 4 火曜日	1	15:00-23:30	1
item-cnt-466.html	大田 66	1	浜の湯	大田区大森東五丁目 21-1	京浜東北線「大森」駅よりバス。「大森東５丁目」下車、徒歩2分	月曜、第4火曜	1	15:00-23:00	0
item-cnt-445.html	大田 68	1	大正湯	大田区東蒲田一丁目 21-6	京浜急行線「京急蒲田」駅下車、徒歩5分	金曜	0	16:00-24:00	0
item-cnt-443.html	大田 69	1	寿湯	大田区蒲田三丁目 8-6	京浜急行線「京急蒲田」駅下車（西口）、徒歩5分	月曜	1	15:30-23:45	0
item-cnt-441.html	大田 70	1	蒲田福の湯	大田区蒲田一丁目 12-15	京浜東北線「蒲田」駅下車、徒歩12分	木曜	0	14:00-24:30	0
item-cnt-442.html	大田 71	1	ゆ～シティー蒲田	大田区蒲田一丁目 26-16	京浜東北線「蒲田」駅下車、徒歩5分	火曜	1	11:00-24:00	1
item-cnt-446.html	大田 73	1	改正湯	大田区西蒲田五丁目 10-5	京浜東北線「蒲田」駅下車、徒歩7分	金曜	1	15:00-24:30	1
item-cnt-490.html	世田谷 2	1	石川湯	世田谷区北沢三丁目 12-8	小田急線「東北沢」駅下車、徒歩3分	月曜/祝日の場合は翌日休	1	15:30-23:45	0
item-cnt-491.html	世田谷 4	1	宇田川湯	世田谷区羽根木一丁目 14-11	京王線「代田橋」駅下車、徒歩5分	月曜	1	16:00-24:20	0
item-cnt-492.html	世田谷 5	1	松原湯	世田谷区松原二丁目 31-12	京王線「明大前」駅下車、徒歩5分	金曜	1	15:45-22:00	0
item-cnt-495.html	世田谷 6	1	新寿湯	世田谷区代田五丁目 11-7	小田急線「世田谷代田」駅下車、徒歩3分	月曜/祝日の場合は営業	1	15:30-24:00	0
item-cnt-489.html	世田谷 7	1	鶴の湯	世田谷区豪徳寺一丁目 23-20	小田急線「豪徳寺」駅下車、徒歩1分	水曜、第 2 火曜	1	15:00-24:00	0
item-cnt-494.html	世田谷 8	1	山崎湯	世田谷区梅丘二丁目 14-15	小田急線「梅ヶ丘」駅下車、徒歩10分	土曜	1	15:00-23:50	0
item-cnt-486.html	世田谷 13	1	富士見湯	世田谷区太子堂二丁目 33-10	東急田園都市線「三軒茶屋」駅下車、徒歩7分	木曜	1	14:00-24:00	0
item-cnt-479.html	世田谷 15	1	八幡湯	世田谷区太子堂五丁目 21-4	東急世田谷線「西太子堂」駅下車、徒歩4分	金曜/第 3 金、土曜は連休	1	15:00-24:00	0
item-cnt-485.html	世田谷 18	1	天狗湯	世田谷区世田谷一丁目 16-20	東急世田谷線「世田谷」駅下車、徒歩2分	月曜、木曜/（祝日・振り替え休日の場合も休み）	0	15:00-23:30/(閉店は24:00。閉店15分前にバイブラ、ジェット停止。24:00にシャッターを下ろします。)	0
item-cnt-480.html	世田谷 19	1	駒の湯	世田谷区三軒茶屋二丁目 17-13	東急田園都市線「三軒茶屋」駅下車、徒歩5分	月曜	1	15:30-24:00	0
item-cnt-487.html	世田谷 20	1	千代の湯	世田谷区三軒茶屋二丁目 12-7	東急田園都市線「三軒茶屋」駅下車、徒歩2分	金曜	1	16:00-25:00	0
item-cnt-481.html	世田谷 21	1	栄湯	世田谷区上馬一丁目 31-9	山手線「渋谷」駅よりバス。「中里」下車、徒歩2分	水、土曜	1	15:30-23:30	0
item-cnt-482.html	世田谷 22	1	弘善湯	世田谷区下馬二丁目 36-15	東急田園都市線「三軒茶屋」駅下車、徒歩10分	土曜	1	15:30-24:10	0
item-cnt-500.html	世田谷 23	1	丸正浴場	世田谷区喜多見四丁目 36-16	小田急線「喜多見」駅下車、徒歩10分	水曜	0	15:00-23:00	0
item-cnt-501.html	世田谷 24	0	えの木湯	世田谷区祖師谷六丁目 33-15	小田急線「成城学園前」駅よりバス。「榎」下車、徒歩0分	火曜	1	15:00-23:30	0
item-cnt-504.html	世田谷 25	0	塩の湯	世田谷区粕谷三丁目 31-11	京王線「千歳烏山」駅下車、徒歩8分	水曜	1	15:30-24:00	0
item-cnt-505.html	世田谷 26	1	給田湯	世田谷区給田三丁目 1-28	京王線「千歳烏山」駅下車、徒歩3分	水曜	1	16:00-22:00	0
item-cnt-499.html	世田谷 27	1	増穂湯	世田谷区南烏山五丁目 21-15	京王線「千歳烏山」駅下車、徒歩2分	金曜	1	15:00-23:00	1
item-cnt-498.html	世田谷 28	0	松の湯	世田谷区南烏山五丁目 9-7	京王線「千歳烏山」駅下車、徒歩1分	月曜	1	16:00-24:00	0
item-cnt-497.html	世田谷 30	1	北沢湯	世田谷区上北沢四丁目 10-11	京王線「上北沢」駅下車、徒歩3分	水曜	1	15:30-23:30	0
item-cnt-493.html	世田谷 31	1	月見湯温泉	世田谷区赤堤五丁目 36-16	京王線「下高井戸」駅下車、徒歩5分	火曜	1	15:30-24:00	0
